tre_ID	gd_node_id	level	gd_support	dup_sps	dup_percent	child1	child2	gd_type	comment
OG_104001	N33	N33	1.0	6	1.0	Arachis_duranensis_lcl|NC_029772.2_cds_XP_015951989.1_1225-Arachis_hypogaea_lcl|NC_037618.1_cds_XP_025694652.1_1174-Arachis_hypogaea_lcl|NC_037628.1_cds_XP_025626109.1_47190-Arachis_ipaensis_lcl|NC_029785.2_cds_XP_016175207.1_220-Medicago_truncatula_lcl|NC_053049.1_cds_XP_003628954.1_40117-Glycine_max_lcl|NC_038252.2_cds_XP_003547865.1_58386-Phaseolus_vulgaris_Phvul.003G274900.1	Arachis_hypogaea_lcl|NC_037632.1_cds_XP_025657242.1_74654-Arachis_ipaensis_lcl|NC_029789.2_cds_XP_016204558.1_29822-Arachis_ipaensis_lcl|NC_029789.2_cds_XP_020959082.1_29821-Arachis_hypogaea_lcl|NC_037622.1_cds_XP_025702403.1_25521-Arachis_hypogaea_lcl|NC_037622.1_cds_XP_025702402.1_25520-Arachis_duranensis_lcl|NC_029776.2_cds_XP_015967852.1_27950-Arachis_duranensis_lcl|NC_029776.2_cds_XP_020999336.1_27949-Medicago_truncatula_lcl|NC_053044.1_cds_XP_003598309.1_11355-Glycine_max_lcl|NC_016091.4_cds_XP_003522829.1_12371-Phaseolus_vulgaris_Phvul.005G003800.1-Phaseolus_vulgaris_Phvul.005G003800.2-Phaseolus_vulgaris_Phvul.005G003800.3	AB<=>AB	Interspecific_gene_duplication_event
OG_104001	N36	N36	1.0	1	0.33	Arachis_duranensis_lcl|NC_029772.2_cds_XP_015951989.1_1225-Arachis_hypogaea_lcl|NC_037618.1_cds_XP_025694652.1_1174	Arachis_hypogaea_lcl|NC_037628.1_cds_XP_025626109.1_47190-Arachis_ipaensis_lcl|NC_029785.2_cds_XP_016175207.1_220	BA<=>B	Interspecific_gene_duplication_event
OG_104001	N38	N38	1.0	3	1.0	Arachis_hypogaea_lcl|NC_037632.1_cds_XP_025657242.1_74654-Arachis_ipaensis_lcl|NC_029789.2_cds_XP_016204558.1_29822-Arachis_ipaensis_lcl|NC_029789.2_cds_XP_020959082.1_29821	Arachis_hypogaea_lcl|NC_037622.1_cds_XP_025702403.1_25521-Arachis_hypogaea_lcl|NC_037622.1_cds_XP_025702402.1_25520-Arachis_duranensis_lcl|NC_029776.2_cds_XP_015967852.1_27950-Arachis_duranensis_lcl|NC_029776.2_cds_XP_020999336.1_27949	B<=>AB	Interspecific_gene_duplication_event
OG_104001	N43	N43	1.0	1	0.5	Arachis_hypogaea_lcl|NC_037632.1_cds_XP_025657242.1_74654-Arachis_ipaensis_lcl|NC_029789.2_cds_XP_016204558.1_29822	Arachis_ipaensis_lcl|NC_029789.2_cds_XP_020959082.1_29821	BA<=>B	Interspecific_gene_duplication_event
OG_104001	N47	Arachis_hypogaea	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104001	N48	Arachis_duranensis	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104001	N49	Phaseolus_vulgaris	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104001	N50	Phaseolus_vulgaris	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N1	N1	1.0	14	0.58	Populus_trichocarpa_Potri.016G080900.2-Populus_trichocarpa_Potri.016G080900.3-Arabidopsis_thaliana_AT2G37370.1-Cercis_chinensis_GWHTBHAK005891-Mimulus_guttatus_Migut.J00387.1-Actinidia_chinensis_Actinidia19739.t1	Aquilegia_coerulea_Aqcoe2G172700.1-Aquilegia_coerulea_Aqcoe1G478700.2-Aquilegia_coerulea_Aqcoe1G478700.1-Aquilegia_coerulea_Aqcoe1G478700.3-Liriodendron_tulipifera_Litul.07G066400.1-Liriodendron_tulipifera_Litul.04G050400.1-Liriodendron_tulipifera_Litul.04G050400.2-Cinnamomum_kanehirae_CKAN_01489000-Cinnamomum_kanehirae_CKAN_01038600-Amborella_trichopoda_AmTrH1.08G066100.1-Nymphaea_colorata_Nycol.E00412.1-Nymphaea_colorata_Nycol.F00120.2-Nymphaea_colorata_Nycol.F00120.1-Nymphaea_colorata_Nycol.F00120.3-Brachypodium_distachyon_Bradi2g34710.3-Brachypodium_distachyon_Bradi2g34710.1-Brachypodium_distachyon_Bradi2g34710.2-Oryza_sativa_LOC_Os05g06980.1-Brachypodium_distachyon_Bradi2g00360.2-Brachypodium_distachyon_Bradi2g00360.1-Brachypodium_distachyon_Bradi2g00360.3-Oryza_sativa_LOC_Os01g06270.1-Vitis_vinifera_VIT_213s0067g03850.1-Prunus_persica_Prupe.2G225300.1-Cucumis_sativus_Cucsa.165740.1|PACid16966062-Phaseolus_vulgaris_Phvul.007G008700.1-Glycine_max_lcl|NC_038246.2_cds_XP_003536782.1_38516-Glycine_max_lcl|NC_038246.2_cds_XP_014618930.1_38517-Glycine_max_lcl|NC_038256.2_cds_XP_003556546.2_73818-Medicago_truncatula_lcl|NC_053042.1_cds_XP_013470484.1_6060-Medicago_truncatula_lcl|NC_053042.1_cds_XP_024628707.1_6061-Arachis_hypogaea_lcl|NC_037636.1_cds_XP_025675143.1_94324-Arachis_ipaensis_lcl|NC_029793.2_cds_XP_016174544.1_50961-Arachis_hypogaea_lcl|NC_037626.1_cds_XP_025620958.1_42281-Arachis_duranensis_lcl|NC_029780.2_cds_XP_015942330.1_46900-Arabidopsis_thaliana_AT5G13560.1-Populus_trichocarpa_Potri.008G048100.2-Populus_trichocarpa_Potri.010G212900.1-Actinidia_chinensis_Actinidia38219.t1-Coffea_canephora_lcl|HG974429.1_cds_CDP00021.1_6460-Mimulus_guttatus_Migut.F00787.1-Mimulus_guttatus_Migut.F00787.2-Solanum_lycopersicum_Solyc04g010220-Helianthus_annuus_HanXRQChr14g0444611-Helianthus_annuus_HanXRQChr07g0191731	BA<=>A	Interspecific_gene_duplication_event
OG_104002	N9	Aquilegia_coerulea	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N13	Populus_trichocarpa	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N14	Aquilegia_coerulea	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N16	N16	1.0	2	1.0	Brachypodium_distachyon_Bradi2g34710.3-Brachypodium_distachyon_Bradi2g34710.1-Brachypodium_distachyon_Bradi2g34710.2-Oryza_sativa_LOC_Os05g06980.1	Brachypodium_distachyon_Bradi2g00360.2-Brachypodium_distachyon_Bradi2g00360.1-Brachypodium_distachyon_Bradi2g00360.3-Oryza_sativa_LOC_Os01g06270.1	AB<=>AB	Interspecific_gene_duplication_event
OG_104002	N19	Aquilegia_coerulea	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N25	Populus_trichocarpa	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N27	Helianthus_annuus	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N28	Liriodendron_tulipifera	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N29	Cinnamomum_kanehirae	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N30	Nymphaea_colorata	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N31	Brachypodium_distachyon	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N32	Brachypodium_distachyon	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N36	Liriodendron_tulipifera	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N37	Nymphaea_colorata	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N38	Brachypodium_distachyon	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N39	Brachypodium_distachyon	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N41	Mimulus_guttatus	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N42	Nymphaea_colorata	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N44	N44	1.0	1	0.33	Arachis_hypogaea_lcl|NC_037636.1_cds_XP_025675143.1_94324-Arachis_ipaensis_lcl|NC_029793.2_cds_XP_016174544.1_50961	Arachis_hypogaea_lcl|NC_037626.1_cds_XP_025620958.1_42281-Arachis_duranensis_lcl|NC_029780.2_cds_XP_015942330.1_46900	B<=>AB	Interspecific_gene_duplication_event
OG_104002	N46	Medicago_truncatula	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N49	Glycine_max	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N50	Glycine_max	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N15	Liriodendron_tulipifera	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N19	Liriodendron_tulipifera	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N20	Populus_trichocarpa	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N22	Cucumis_sativus	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N26	Medicago_truncatula	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N27	Arachis_duranensis	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N28	N28	1.0	2	1.0	Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643529.1_5663-Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643556.1_5666-Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643565.1_5667-Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643539.1_5664-Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643548.1_5665	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642096.1_57397-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187183.1_11028-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187184.1_11029-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187182.1_11027-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187185.1_11030-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_020973551.1_11031-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642099.1_57400-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_029147222.1_57401-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642097.1_57398-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642098.1_57399	A<=>BA	Interspecific_gene_duplication_event
OG_104003	N29	Glycine_max	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N30	Phaseolus_vulgaris	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N31	Medicago_truncatula	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N32	Medicago_truncatula	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N33	Arachis_duranensis	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N34	Arachis_hypogaea	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N35	N35	1.0	2	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642096.1_57397-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187183.1_11028-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187184.1_11029-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187182.1_11027-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187185.1_11030-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_020973551.1_11031-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642099.1_57400-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_029147222.1_57401-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642097.1_57398	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642098.1_57399	BA<=>A	Interspecific_gene_duplication_event
OG_104003	N36	Glycine_max	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N37	Glycine_max	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N38	Arachis_duranensis	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N39	Arachis_hypogaea	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N40	N40	1.0	2	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642096.1_57397-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187183.1_11028-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187184.1_11029-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187182.1_11027-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187185.1_11030-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_020973551.1_11031-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642099.1_57400-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_029147222.1_57401	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642097.1_57398	BA<=>A	Interspecific_gene_duplication_event
OG_104003	N41	Arachis_duranensis	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N42	Arachis_hypogaea	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N43	N43	1.0	2	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642096.1_57397-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187183.1_11028-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187184.1_11029-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187182.1_11027-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187185.1_11030-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_020973551.1_11031-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642099.1_57400	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_029147222.1_57401	BA<=>A	Interspecific_gene_duplication_event
OG_104003	N44	Arachis_hypogaea	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N45	N45	1.0	2	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642096.1_57397-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187183.1_11028-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187184.1_11029-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187182.1_11027-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187185.1_11030-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_020973551.1_11031	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642099.1_57400	BA<=>A	Interspecific_gene_duplication_event
OG_104003	N46	N46	1.0	1	0.5	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642096.1_57397-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187183.1_11028-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187184.1_11029-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187182.1_11027-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187185.1_11030	Arachis_ipaensis_lcl|NC_029787.2_cds_XP_020973551.1_11031	BA<=>B	Interspecific_gene_duplication_event
OG_104003	N47	N47	1.0	1	0.5	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642096.1_57397-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187183.1_11028-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187184.1_11029-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187182.1_11027	Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187185.1_11030	BA<=>B	Interspecific_gene_duplication_event
OG_104003	N48	N48	1.0	1	0.5	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642096.1_57397-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187183.1_11028-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187184.1_11029	Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187182.1_11027	BA<=>B	Interspecific_gene_duplication_event
OG_104003	N49	N49	1.0	1	0.5	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642096.1_57397-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187183.1_11028	Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187184.1_11029	BA<=>B	Interspecific_gene_duplication_event
OG_104004	N4	Nymphaea_colorata	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N7	Nymphaea_colorata	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N8	Nymphaea_colorata	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N12	Nymphaea_colorata	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N13	Nymphaea_colorata	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N14	Aquilegia_coerulea	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N17	Aquilegia_coerulea	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N21	Aquilegia_coerulea	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N25	Aquilegia_coerulea	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N27	N27	1.0	3	1.0	Arachis_duranensis_lcl|NC_029774.2_cds_XP_015953482.1_11666-Arachis_hypogaea_lcl|NC_037620.1_cds_XP_025687572.1_10742-Arachis_hypogaea_lcl|NC_037620.1_cds_XP_025687571.1_10741-Arachis_duranensis_lcl|NC_029774.2_cds_XP_015953481.1_11665	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025643372.1_58793-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016188322.1_12517-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025643375.1_58796-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016188323.1_12518-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025643374.1_58795-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025643373.1_58794	BA<=>B	Interspecific_gene_duplication_event
OG_104004	N30	Mimulus_guttatus	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N31	Aquilegia_coerulea	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N33	N33	1.0	2	1.0	Arachis_duranensis_lcl|NC_029774.2_cds_XP_015953482.1_11666-Arachis_hypogaea_lcl|NC_037620.1_cds_XP_025687572.1_10742-Arachis_hypogaea_lcl|NC_037620.1_cds_XP_025687571.1_10741	Arachis_duranensis_lcl|NC_029774.2_cds_XP_015953481.1_11665	BA<=>A	Interspecific_gene_duplication_event
OG_104004	N34	N34	1.0	2	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025643372.1_58793-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016188322.1_12517-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025643375.1_58796-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016188323.1_12518-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025643374.1_58795	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025643373.1_58794	BA<=>A	Interspecific_gene_duplication_event
OG_104004	N35	Brachypodium_distachyon	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N36	Helianthus_annuus	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N37	Coffea_canephora	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N38	Aquilegia_coerulea	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N39	Glycine_max	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N40	N40	1.0	1	0.5	Arachis_duranensis_lcl|NC_029774.2_cds_XP_015953482.1_11666-Arachis_hypogaea_lcl|NC_037620.1_cds_XP_025687572.1_10742	Arachis_hypogaea_lcl|NC_037620.1_cds_XP_025687571.1_10741	BA<=>B	Interspecific_gene_duplication_event
OG_104004	N41	N41	1.0	2	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025643372.1_58793-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016188322.1_12517-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025643375.1_58796-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016188323.1_12518	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025643374.1_58795	BA<=>A	Interspecific_gene_duplication_event
OG_104004	N42	Helianthus_annuus	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N43	Aquilegia_coerulea	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N44	Glycine_max	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N46	N46	1.0	2	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025643372.1_58793-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016188322.1_12517-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025643375.1_58796	Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016188323.1_12518	BA<=>B	Interspecific_gene_duplication_event
OG_104004	N47	Glycine_max	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104004	N48	N48	1.0	1	0.5	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025643372.1_58793-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016188322.1_12517	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025643375.1_58796	BA<=>A	Interspecific_gene_duplication_event
OG_104004	N49	Glycine_max	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N11	Actinidia_chinensis	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N12	Liriodendron_tulipifera	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N13	Populus_trichocarpa	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N16	Liriodendron_tulipifera	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N17	Liriodendron_tulipifera	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N18	Populus_trichocarpa	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N19	Populus_trichocarpa	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N20	Prunus_persica	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N23	Liriodendron_tulipifera	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N24	Populus_trichocarpa	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N25	Populus_trichocarpa	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N26	Populus_trichocarpa	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N27	Prunus_persica	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N28	Cucumis_sativus	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N30	Liriodendron_tulipifera	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N31	Prunus_persica	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N32	Cucumis_sativus	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N33	N33	1.0	4	0.67	Medicago_truncatula_lcl|NC_053046.1_cds_NP_001376403.1_25461-Medicago_truncatula_lcl|NC_053046.1_cds_XP_003612604.2_25460-Glycine_max_lcl|NC_038245.2_cds_XP_003534317.2_33548-Glycine_max_lcl|NC_038245.2_cds_XP_040861035.1_33549-Glycine_max_lcl|NC_038245.2_cds_XP_040861034.1_33550-Glycine_max_lcl|NC_038245.2_cds_XP_040861033.1_33551-Glycine_max_lcl|NC_016088.4_cds_XP_003517081.1_1852-Glycine_max_lcl|NC_016088.4_cds_XP_040871838.1_1853-Phaseolus_vulgaris_Phvul.002G128600.1-Phaseolus_vulgaris_Phvul.002G128600.2-Arachis_ipaensis_lcl|NC_029789.2_cds_XP_016201232.1_23899-Arachis_hypogaea_lcl|NC_037632.1_cds_XP_025651355.1_69230-Arachis_hypogaea_lcl|NC_037622.1_cds_XP_025698012.1_20627-Arachis_duranensis_lcl|NC_029776.2_cds_XP_015963189.1_22670	Medicago_truncatula_lcl|NC_053049.1_cds_XP_024628019.1_40169-Medicago_truncatula_lcl|NC_053049.1_cds_XP_024628020.1_40168	BA<=>A	Interspecific_gene_duplication_event
OG_104005	N34	Prunus_persica	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N35	Prunus_persica	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N37	Medicago_truncatula	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N38	Prunus_persica	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
OG_104005	N41	Medicago_truncatula	1.0	1	1.0	-	-	A<=>A	Intraspecific_gene_duplication_event
