tre_ID	long_branch_label	gene	root_relative_branch_ratio	sister_relative_branch_ratio
OG_100009_98	*	VIT_213s0019g01500.1	1.2384361909219184	4149.142175526532	
OG_100009_98			AMTR_s00026p00106060	0.9884866969957584	0.1223112181138684	
OG_100009_98			Os09t0416200-01	0.4222913103679952	0.8537907325556348	
OG_100009_98			Glyma.07G189500.1	1.0495573344780789	0.23946055551566264	
OG_100009_98			Glyma.08G059700.1	1.05961659889951	0.31485619483946975	
OG_100009_98			AT1G11260.1	1.2050007645580851	0.20829478732040707	
OG_100009_98			AT4G21480.1	1.2683915111212984	0.26309639495162074	
OG_100009_98			VIT_200s0181g00010.2	0.986927460735661	0.3637589200319413	
OG_100009_98			Solyc02g079220.4.1	1.0422932039475035	0.21554759332519835	
OG_100009_98			Solyc03g006650.2.1	1.0821294998491962	0.27477459625483003	
OG_100009_98			Glyma.01G067600.1	1.2338254481429574	0.272102505236324	
OG_100009_98			Glyma.02G124100.1	1.244312766369556	0.37381981280848703	
OG_100009_98			Glyma.16G109100.1	1.2448435243595202	0.6610020460570719	
OG_100009_98			Glyma.15G098601.1	1.1536689257121864	0.3908456500185659	
OG_100009_98			Glyma.11G016900.1	1.1683349396589602	0.6416200590711997	
OG_100009_98			Solyc08g080300.1.1	1.2105492324547955	0.26218444716935513	
OG_100009_98			VIT_214s0083g00040.1	1.1665599527896808	0.7477395405263592	
OG_100009_98			VIT_214s0083g00030.1	1.0673731521853105	0.4278323647133175	
OG_100009_98			Solyc03g078600.3.1	1.323964530051549	1.091166760356924	
OG_100009_98			Glyma.10G285100.1	1.1026023940401617	0.37566101541045366	
OG_100009_98			Glyma.20G103900.1	1.1240004877475984	0.601693991057472	
OG_100009_98			Glyma.09G284200.1	1.0681209363273387	0.3109532030501632	
OG_100009_98			AT3G19940.1	1.1208942248158054	0.04721740967673775	
OG_100009_98			AT1G50310.1	1.1289195154516096	0.04955738082988872	
OG_100009_98			AT5G23270.1	1.1746034859869805	0.5128390335512297	
OG_100009_98			Solyc01g008240.4.1	1.1593261307667866	0.22503214670832397	
OG_100009_98			AT3G19930.1	0.9820078584627837	0.2067157948796252	
OG_100009_98			Os07t0559700-01	0.3982175930938302	0.7437196901307916	
OG_100009_98			Os09t0297300-00	0.6017620612862371	2.9019774890640107	
OG_100009_98			Os07t0106200-02	0.41282011718091116	0.3437738757468417	
OG_100009_98			Os03t0594400-01	0.5245902804721008	0.3844911831981648	
OG_100009_98			Os08t0178200-02	0.4044301189574158	0.26839740138490265	
OG_100009_98			Os01t0567600-00	0.4272654966831422	0.32691800807387633	
OG_100009_98			Os01t0567500-01	0.417110422903306	0.24637393274089558	
OG_100009_98			Os02t0160400-01	0.5646064164288503	2.0180576548784286	
OG_100009_98			VIT_216s0013g01950.1	0.9702451409958898	0.0612429151828259	
OG_100009_98			Glyma.06G317200.1	0.9825222412400668	0.06523829878179098	
OG_100009_98			Solyc03g093410.3.1	1.1011392544229022	0.47460719646373534	
OG_100009_98			AT5G61520.1	1.398181303187866	0.9033378327021111	
OG_100009_98			Glyma.06G317100.1	0.923799004859775	0.4099041819135889	
OG_100009_98			AMTR_s00111p00066720	0.9035872522184043	0.19204902753388708	
OG_100009_98			Os03t0101300-01	0.46997837161244566	0.0	
OG_100009_98			Os03t0101300-02	0.46997837161244566	0.0	
OG_100009_98			Os10t0561300-01	0.7296192909720258	5.458517044943002	
OG_100009_98			Os06t0141100-00	0.4398985423398042	0.6925419718189216	
OG_100009_98			Os11t0594000-01	0.6257159809518419	2.2524764629370706	
OG_100009_98			Os09t0268300-02	0.5353250942377273	0.023631236849054823	
OG_100009_98			Os07t0131600-01	0.5393097293234121	0.024203188120021275	
OG_100009_98			Glyma.06G103900.1	1.1164385869022202	0.36010088088014913	
OG_100009_98			Glyma.04G102700.1	1.106532445083577	0.2647604203058236	
OG_100009_98			Glyma.04G102600.1	1.1216739147669625	0.5492706378884615	
OG_100009_98			Glyma.04G102800.1	1.0832904162429415	0.26224448418405555	
OG_100009_98			Glyma.14G172700.1	1.1040902401186594	0.08854686599379448	
OG_100009_98			Glyma.13G088800.1	1.1092758677764931	0.09714911572534198	
OG_100009_98			Glyma.14G172600.1	1.0570850484759302	0.13663048756723656	
OG_100009_98			Solyc04g074070.2.1	1.0536129288187142	0.45377862044103595	
OG_100009_98			VIT_218s0001g05570.1	0.8691993055885221	0.4142112943723114	
OG_100009_98			AT1G34580.1	0.906204269760801	0.12650944218876728	
OG_100009_98			AMTR_s00038p00156510	0.6327183953639561	0.814678733236168	
OG_100009_98			AMTR_s00038p00159960	0.8398688577593563	4.396034774974699	
