tree_ID	gd_id	gd_support	sub_calde1	sub_calde1_support	sub_calde2	sub_calde2_support	GD_dup_sps	dup_ratio	sps_level	gd_type	comment
OG_104001	N33	1.0	Arachis_duranensis_lcl|NC_029772.2_cds_XP_015951989.1_1225-Arachis_hypogaea_lcl|NC_037618.1_cds_XP_025694652.1_1174-Arachis_hypogaea_lcl|NC_037628.1_cds_XP_025626109.1_47190-Arachis_ipaensis_lcl|NC_029785.2_cds_XP_016175207.1_220-Medicago_truncatula_lcl|NC_053049.1_cds_XP_003628954.1_40117-Glycine_max_lcl|NC_038252.2_cds_XP_003547865.1_58386-Phaseolus_vulgaris_Phvul.003G274900.1	1.0	Arachis_hypogaea_lcl|NC_037632.1_cds_XP_025657242.1_74654-Arachis_ipaensis_lcl|NC_029789.2_cds_XP_016204558.1_29822-Arachis_ipaensis_lcl|NC_029789.2_cds_XP_020959082.1_29821-Arachis_hypogaea_lcl|NC_037622.1_cds_XP_025702403.1_25521-Arachis_hypogaea_lcl|NC_037622.1_cds_XP_025702402.1_25520-Arachis_duranensis_lcl|NC_029776.2_cds_XP_015967852.1_27950-Arachis_duranensis_lcl|NC_029776.2_cds_XP_020999336.1_27949-Medicago_truncatula_lcl|NC_053044.1_cds_XP_003598309.1_11355-Glycine_max_lcl|NC_016091.4_cds_XP_003522829.1_12371-Phaseolus_vulgaris_Phvul.005G003800.1-Phaseolus_vulgaris_Phvul.005G003800.2-Phaseolus_vulgaris_Phvul.005G003800.3	1.0	6	1.0	Arachis_duranensis	BA<=>BA	Interspecific_gene_duplication_event
OG_104001	N36	1.0	Arachis_duranensis_lcl|NC_029772.2_cds_XP_015951989.1_1225-Arachis_hypogaea_lcl|NC_037618.1_cds_XP_025694652.1_1174	1.0	Arachis_hypogaea_lcl|NC_037628.1_cds_XP_025626109.1_47190-Arachis_ipaensis_lcl|NC_029785.2_cds_XP_016175207.1_220	1.0	1	0.33	Arachis_duranensis	BA<=>B	Interspecific_gene_duplication_event
OG_104001	N38	1.0	Arachis_hypogaea_lcl|NC_037632.1_cds_XP_025657242.1_74654-Arachis_ipaensis_lcl|NC_029789.2_cds_XP_016204558.1_29822-Arachis_ipaensis_lcl|NC_029789.2_cds_XP_020959082.1_29821	1.0	Arachis_hypogaea_lcl|NC_037622.1_cds_XP_025702403.1_25521-Arachis_hypogaea_lcl|NC_037622.1_cds_XP_025702402.1_25520-Arachis_duranensis_lcl|NC_029776.2_cds_XP_015967852.1_27950-Arachis_duranensis_lcl|NC_029776.2_cds_XP_020999336.1_27949	1.0	3	1.0	Arachis_hypogaea	B<=>BA	Interspecific_gene_duplication_event
OG_104001	N43	1.0	Arachis_hypogaea_lcl|NC_037632.1_cds_XP_025657242.1_74654-Arachis_ipaensis_lcl|NC_029789.2_cds_XP_016204558.1_29822	1.0	Arachis_ipaensis_lcl|NC_029789.2_cds_XP_020959082.1_29821	1.0	1	0.5	Arachis_hypogaea	BA<=>B	Interspecific_gene_duplication_event
OG_104001	N47	1.0	Arachis_hypogaea_lcl|NC_037622.1_cds_XP_025702403.1_25521	1.0	Arachis_hypogaea_lcl|NC_037622.1_cds_XP_025702402.1_25520	1.0	1	1.0	Arachis_hypogaea	A<=>A	Intraspecific_gene_duplication_event
OG_104001	N48	1.0	Arachis_duranensis_lcl|NC_029776.2_cds_XP_015967852.1_27950	1.0	Arachis_duranensis_lcl|NC_029776.2_cds_XP_020999336.1_27949	1.0	1	1.0	Arachis_duranensis	A<=>A	Intraspecific_gene_duplication_event
OG_104001	N49	1.0	Phaseolus_vulgaris_Phvul.005G003800.1	1.0	Phaseolus_vulgaris_Phvul.005G003800.2-Phaseolus_vulgaris_Phvul.005G003800.3	1.0	1	1.0	Phaseolus_vulgaris	A<=>A	Intraspecific_gene_duplication_event
OG_104001	N50	1.0	Phaseolus_vulgaris_Phvul.005G003800.2	1.0	Phaseolus_vulgaris_Phvul.005G003800.3	1.0	1	1.0	Phaseolus_vulgaris	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N1	1.0	Populus_trichocarpa_Potri.016G080900.2-Populus_trichocarpa_Potri.016G080900.3-Arabidopsis_thaliana_AT2G37370.1-Cercis_chinensis_GWHTBHAK005891-Mimulus_guttatus_Migut.J00387.1-Actinidia_chinensis_Actinidia19739.t1	1.0	Aquilegia_coerulea_Aqcoe2G172700.1-Aquilegia_coerulea_Aqcoe1G478700.2-Aquilegia_coerulea_Aqcoe1G478700.1-Aquilegia_coerulea_Aqcoe1G478700.3-Liriodendron_tulipifera_Litul.07G066400.1-Liriodendron_tulipifera_Litul.04G050400.1-Liriodendron_tulipifera_Litul.04G050400.2-Cinnamomum_kanehirae_CKAN_01489000-Cinnamomum_kanehirae_CKAN_01038600-Amborella_trichopoda_AmTrH1.08G066100.1-Nymphaea_colorata_Nycol.E00412.1-Nymphaea_colorata_Nycol.F00120.2-Nymphaea_colorata_Nycol.F00120.1-Nymphaea_colorata_Nycol.F00120.3-Brachypodium_distachyon_Bradi2g34710.3-Brachypodium_distachyon_Bradi2g34710.1-Brachypodium_distachyon_Bradi2g34710.2-Oryza_sativa_LOC_Os05g06980.1-Brachypodium_distachyon_Bradi2g00360.2-Brachypodium_distachyon_Bradi2g00360.1-Brachypodium_distachyon_Bradi2g00360.3-Oryza_sativa_LOC_Os01g06270.1-Vitis_vinifera_VIT_213s0067g03850.1-Prunus_persica_Prupe.2G225300.1-Cucumis_sativus_Cucsa.165740.1|PACid16966062-Phaseolus_vulgaris_Phvul.007G008700.1-Glycine_max_lcl|NC_038246.2_cds_XP_003536782.1_38516-Glycine_max_lcl|NC_038246.2_cds_XP_014618930.1_38517-Glycine_max_lcl|NC_038256.2_cds_XP_003556546.2_73818-Medicago_truncatula_lcl|NC_053042.1_cds_XP_013470484.1_6060-Medicago_truncatula_lcl|NC_053042.1_cds_XP_024628707.1_6061-Arachis_hypogaea_lcl|NC_037636.1_cds_XP_025675143.1_94324-Arachis_ipaensis_lcl|NC_029793.2_cds_XP_016174544.1_50961-Arachis_hypogaea_lcl|NC_037626.1_cds_XP_025620958.1_42281-Arachis_duranensis_lcl|NC_029780.2_cds_XP_015942330.1_46900-Arabidopsis_thaliana_AT5G13560.1-Populus_trichocarpa_Potri.008G048100.2-Populus_trichocarpa_Potri.010G212900.1-Actinidia_chinensis_Actinidia38219.t1-Coffea_canephora_lcl|HG974429.1_cds_CDP00021.1_6460-Mimulus_guttatus_Migut.F00787.1-Mimulus_guttatus_Migut.F00787.2-Solanum_lycopersicum_Solyc04g010220-Helianthus_annuus_HanXRQChr14g0444611-Helianthus_annuus_HanXRQChr07g0191731	1.0	14	0.58	Populus_trichocarpa	BA<=>A	Interspecific_gene_duplication_event
OG_104002	N9	1.0	Aquilegia_coerulea_Aqcoe2G172700.1	1.0	Aquilegia_coerulea_Aqcoe1G478700.2-Aquilegia_coerulea_Aqcoe1G478700.1-Aquilegia_coerulea_Aqcoe1G478700.3	1.0	1	1.0	Aquilegia_coerulea	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N13	1.0	Populus_trichocarpa_Potri.016G080900.2	1.0	Populus_trichocarpa_Potri.016G080900.3	1.0	1	1.0	Populus_trichocarpa	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N14	1.0	Aquilegia_coerulea_Aqcoe1G478700.2	1.0	Aquilegia_coerulea_Aqcoe1G478700.1-Aquilegia_coerulea_Aqcoe1G478700.3	1.0	1	1.0	Aquilegia_coerulea	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N16	1.0	Brachypodium_distachyon_Bradi2g34710.3-Brachypodium_distachyon_Bradi2g34710.1-Brachypodium_distachyon_Bradi2g34710.2-Oryza_sativa_LOC_Os05g06980.1	1.0	Brachypodium_distachyon_Bradi2g00360.2-Brachypodium_distachyon_Bradi2g00360.1-Brachypodium_distachyon_Bradi2g00360.3-Oryza_sativa_LOC_Os01g06270.1	1.0	2	1.0	Brachypodium_distachyon	BA<=>BA	Interspecific_gene_duplication_event
OG_104002	N19	1.0	Aquilegia_coerulea_Aqcoe1G478700.1	1.0	Aquilegia_coerulea_Aqcoe1G478700.3	1.0	1	1.0	Aquilegia_coerulea	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N25	1.0	Populus_trichocarpa_Potri.008G048100.2	1.0	Populus_trichocarpa_Potri.010G212900.1	1.0	1	1.0	Populus_trichocarpa	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N27	1.0	Helianthus_annuus_HanXRQChr14g0444611	1.0	Helianthus_annuus_HanXRQChr07g0191731	1.0	1	1.0	Helianthus_annuus	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N28	1.0	Liriodendron_tulipifera_Litul.07G066400.1	1.0	Liriodendron_tulipifera_Litul.04G050400.1-Liriodendron_tulipifera_Litul.04G050400.2	1.0	1	1.0	Liriodendron_tulipifera	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N29	1.0	Cinnamomum_kanehirae_CKAN_01489000	1.0	Cinnamomum_kanehirae_CKAN_01038600	1.0	1	1.0	Cinnamomum_kanehirae	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N30	1.0	Nymphaea_colorata_Nycol.E00412.1	1.0	Nymphaea_colorata_Nycol.F00120.2-Nymphaea_colorata_Nycol.F00120.1-Nymphaea_colorata_Nycol.F00120.3	1.0	1	1.0	Nymphaea_colorata	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N31	1.0	Brachypodium_distachyon_Bradi2g34710.3	1.0	Brachypodium_distachyon_Bradi2g34710.1-Brachypodium_distachyon_Bradi2g34710.2	1.0	1	1.0	Brachypodium_distachyon	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N32	1.0	Brachypodium_distachyon_Bradi2g00360.2-Brachypodium_distachyon_Bradi2g00360.1	1.0	Brachypodium_distachyon_Bradi2g00360.3	1.0	1	1.0	Brachypodium_distachyon	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N36	1.0	Liriodendron_tulipifera_Litul.04G050400.1	1.0	Liriodendron_tulipifera_Litul.04G050400.2	1.0	1	1.0	Liriodendron_tulipifera	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N37	1.0	Nymphaea_colorata_Nycol.F00120.2	1.0	Nymphaea_colorata_Nycol.F00120.1-Nymphaea_colorata_Nycol.F00120.3	1.0	1	1.0	Nymphaea_colorata	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N38	1.0	Brachypodium_distachyon_Bradi2g34710.1	1.0	Brachypodium_distachyon_Bradi2g34710.2	1.0	1	1.0	Brachypodium_distachyon	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N39	1.0	Brachypodium_distachyon_Bradi2g00360.2	1.0	Brachypodium_distachyon_Bradi2g00360.1	1.0	1	1.0	Brachypodium_distachyon	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N41	1.0	Mimulus_guttatus_Migut.F00787.1	1.0	Mimulus_guttatus_Migut.F00787.2	1.0	1	1.0	Mimulus_guttatus	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N42	1.0	Nymphaea_colorata_Nycol.F00120.1	1.0	Nymphaea_colorata_Nycol.F00120.3	1.0	1	1.0	Nymphaea_colorata	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N44	1.0	Arachis_hypogaea_lcl|NC_037636.1_cds_XP_025675143.1_94324-Arachis_ipaensis_lcl|NC_029793.2_cds_XP_016174544.1_50961	1.0	Arachis_hypogaea_lcl|NC_037626.1_cds_XP_025620958.1_42281-Arachis_duranensis_lcl|NC_029780.2_cds_XP_015942330.1_46900	1.0	1	0.33	Arachis_hypogaea	B<=>BA	Interspecific_gene_duplication_event
OG_104002	N46	1.0	Medicago_truncatula_lcl|NC_053042.1_cds_XP_013470484.1_6060	1.0	Medicago_truncatula_lcl|NC_053042.1_cds_XP_024628707.1_6061	1.0	1	1.0	Medicago_truncatula	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N49	1.0	Glycine_max_lcl|NC_038246.2_cds_XP_003536782.1_38516-Glycine_max_lcl|NC_038246.2_cds_XP_014618930.1_38517	1.0	Glycine_max_lcl|NC_038256.2_cds_XP_003556546.2_73818	1.0	1	1.0	Glycine_max	A<=>A	Intraspecific_gene_duplication_event
OG_104002	N50	1.0	Glycine_max_lcl|NC_038246.2_cds_XP_003536782.1_38516	1.0	Glycine_max_lcl|NC_038246.2_cds_XP_014618930.1_38517	1.0	1	1.0	Glycine_max	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N15	1.0	Liriodendron_tulipifera_Litul.04G183600.1-Liriodendron_tulipifera_Litul.04G183600.2	1.0	Liriodendron_tulipifera_Litul.04G183600.3	1.0	1	1.0	Liriodendron_tulipifera	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N19	1.0	Liriodendron_tulipifera_Litul.04G183600.1	1.0	Liriodendron_tulipifera_Litul.04G183600.2	1.0	1	1.0	Liriodendron_tulipifera	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N20	1.0	Populus_trichocarpa_Potri.005G160100.2	1.0	Populus_trichocarpa_Potri.005G160100.3	1.0	1	1.0	Populus_trichocarpa	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N22	1.0	Cucumis_sativus_Cucsa.160320.1|PACid16965335	1.0	Cucumis_sativus_Cucsa.160330.2|PACid16965336	1.0	1	1.0	Cucumis_sativus	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N26	1.0	Medicago_truncatula_lcl|NC_053044.1_cds_XP_024634002.1_15826-Medicago_truncatula_lcl|NC_053044.1_cds_XP_013461684.1_15827	1.0	Medicago_truncatula_lcl|NC_053044.1_cds_XP_013461683.2_15824-Medicago_truncatula_lcl|NC_053044.1_cds_XP_024634001.1_15825	1.0	1	1.0	Medicago_truncatula	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N27	1.0	Arachis_duranensis_lcl|NC_029773.2_cds_XP_020990691.1_6230-Arachis_duranensis_lcl|NC_029773.2_cds_XP_015948499.1_6227-Arachis_duranensis_lcl|NC_029773.2_cds_XP_015948502.1_6228-Arachis_duranensis_lcl|NC_029773.2_cds_XP_020990690.1_6229	1.0	Arachis_duranensis_lcl|NC_029773.2_cds_XP_020990692.1_6231	1.0	1	1.0	Arachis_duranensis	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N28	1.0	Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643529.1_5663-Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643556.1_5666-Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643565.1_5667-Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643539.1_5664-Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643548.1_5665	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642096.1_57397-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187183.1_11028-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187184.1_11029-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187182.1_11027-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187185.1_11030-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_020973551.1_11031-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642099.1_57400-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_029147222.1_57401-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642097.1_57398-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642098.1_57399	1.0	2	1.0	Arachis_hypogaea	A<=>BA	Interspecific_gene_duplication_event
OG_104003	N29	1.0	Glycine_max_lcl|NC_038242.2_cds_XP_040872311.1_19133-Glycine_max_lcl|NC_038242.2_cds_XP_040872312.1_19134	1.0	Glycine_max_lcl|NC_016091.4_cds_XP_006578305.1_12202-Glycine_max_lcl|NC_016091.4_cds_XP_006578304.1_12201	1.0	1	1.0	Glycine_max	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N30	1.0	Phaseolus_vulgaris_Phvul.009G034500.2	1.0	Phaseolus_vulgaris_Phvul.009G034500.3	1.0	1	1.0	Phaseolus_vulgaris	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N31	1.0	Medicago_truncatula_lcl|NC_053044.1_cds_XP_024634002.1_15826	1.0	Medicago_truncatula_lcl|NC_053044.1_cds_XP_013461684.1_15827	1.0	1	1.0	Medicago_truncatula	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N32	1.0	Medicago_truncatula_lcl|NC_053044.1_cds_XP_013461683.2_15824	1.0	Medicago_truncatula_lcl|NC_053044.1_cds_XP_024634001.1_15825	1.0	1	1.0	Medicago_truncatula	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N33	1.0	Arachis_duranensis_lcl|NC_029773.2_cds_XP_020990691.1_6230-Arachis_duranensis_lcl|NC_029773.2_cds_XP_015948499.1_6227-Arachis_duranensis_lcl|NC_029773.2_cds_XP_015948502.1_6228	1.0	Arachis_duranensis_lcl|NC_029773.2_cds_XP_020990690.1_6229	1.0	1	1.0	Arachis_duranensis	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N34	1.0	Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643529.1_5663-Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643556.1_5666-Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643565.1_5667-Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643539.1_5664	1.0	Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643548.1_5665	1.0	1	1.0	Arachis_hypogaea	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N35	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642096.1_57397-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187183.1_11028-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187184.1_11029-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187182.1_11027-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187185.1_11030-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_020973551.1_11031-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642099.1_57400-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_029147222.1_57401-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642097.1_57398	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642098.1_57399	1.0	2	1.0	Arachis_hypogaea	BA<=>A	Interspecific_gene_duplication_event
OG_104003	N36	1.0	Glycine_max_lcl|NC_038242.2_cds_XP_040872311.1_19133	1.0	Glycine_max_lcl|NC_038242.2_cds_XP_040872312.1_19134	1.0	1	1.0	Glycine_max	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N37	1.0	Glycine_max_lcl|NC_016091.4_cds_XP_006578305.1_12202	1.0	Glycine_max_lcl|NC_016091.4_cds_XP_006578304.1_12201	1.0	1	1.0	Glycine_max	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N38	1.0	Arachis_duranensis_lcl|NC_029773.2_cds_XP_020990691.1_6230-Arachis_duranensis_lcl|NC_029773.2_cds_XP_015948499.1_6227	1.0	Arachis_duranensis_lcl|NC_029773.2_cds_XP_015948502.1_6228	1.0	1	1.0	Arachis_duranensis	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N39	1.0	Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643529.1_5663-Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643556.1_5666-Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643565.1_5667	1.0	Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643539.1_5664	1.0	1	1.0	Arachis_hypogaea	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N40	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642096.1_57397-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187183.1_11028-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187184.1_11029-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187182.1_11027-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187185.1_11030-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_020973551.1_11031-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642099.1_57400-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_029147222.1_57401	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642097.1_57398	1.0	2	1.0	Arachis_hypogaea	BA<=>A	Interspecific_gene_duplication_event
OG_104003	N41	1.0	Arachis_duranensis_lcl|NC_029773.2_cds_XP_020990691.1_6230	1.0	Arachis_duranensis_lcl|NC_029773.2_cds_XP_015948499.1_6227	1.0	1	1.0	Arachis_duranensis	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N42	1.0	Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643529.1_5663-Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643556.1_5666	1.0	Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643565.1_5667	1.0	1	1.0	Arachis_hypogaea	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N43	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642096.1_57397-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187183.1_11028-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187184.1_11029-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187182.1_11027-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187185.1_11030-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_020973551.1_11031-Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642099.1_57400	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_029147222.1_57401	1.0	2	1.0	Arachis_hypogaea	BA<=>A	Interspecific_gene_duplication_event
OG_104003	N44	1.0	Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643529.1_5663	1.0	Arachis_hypogaea_lcl|NC_037619.1_cds_XP_025643556.1_5666	1.0	1	1.0	Arachis_hypogaea	A<=>A	Intraspecific_gene_duplication_event
OG_104003	N45	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642096.1_57397-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187183.1_11028-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187184.1_11029-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187182.1_11027-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187185.1_11030-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_020973551.1_11031	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642099.1_57400	1.0	2	1.0	Arachis_hypogaea	BA<=>A	Interspecific_gene_duplication_event
OG_104003	N46	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642096.1_57397-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187183.1_11028-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187184.1_11029-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187182.1_11027-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187185.1_11030	1.0	Arachis_ipaensis_lcl|NC_029787.2_cds_XP_020973551.1_11031	1.0	1	0.5	Arachis_hypogaea	BA<=>B	Interspecific_gene_duplication_event
OG_104003	N47	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642096.1_57397-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187183.1_11028-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187184.1_11029-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187182.1_11027	1.0	Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187185.1_11030	1.0	1	0.5	Arachis_hypogaea	BA<=>B	Interspecific_gene_duplication_event
OG_104003	N48	1.0	Arachis_hypogaea_lcl|NC_037630.1_cds_XP_025642096.1_57397-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187183.1_11028-Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187184.1_11029	1.0	Arachis_ipaensis_lcl|NC_029787.2_cds_XP_016187182.1_11027	1.0	1	0.5	Arachis_hypogaea	BA<=>B	Interspecific_gene_duplication_event
